students: 
[22 32 33 10 40 30 27 23 15 17 7 24 38 20 17 20 40 12 4 10 11 15 34 24 27 6 22 7 32 10 29 23 19 2 35 15 4 3 15 22
25 23 25 37 15 36 16 18 4 28 19 8 9 12 32 31 6 5 16 29 8 16 26 2 13 29 10 37 3 11 33 39 22 36 28 34 27 29 5 10
13 37 30 34 7 31 8 2 14 33 34 21 31 19 5 18 36 27 13 19 24 24 4 38 26 23 5 23 6 5 14 1 28 17 40 5 11 17 40 7
19 9 12 38 3 11 19 35 22 10 11 2 33 17 19 24 19 28 7 11 21 11 15 35 9 8 1 14 8 33 27 35 32 1 18 30 1 35 4 8
34 16 13 22 8 3 23 9 35 19 9 1 22 37 35 6 31 7 1 34 37 8 23 37 40 35 3 17 33 23 6 37 21 4 17 23 18 5 16 39
38 10 35 12 13 22 21 11 40 36 27 17 34 5 18 1 10 1 35 12 30 14 17 16 22 32 9 11 39 29 18 30 31 27 16 3 25 10 17 34
8 27 1 16 25 17 33 27 8 16 30 40 40 18 20 35 16 3 14 40 2 31 25 34 2 12 40 40 21 6 9 21 25 13 37 38 32 11 1 35
15 18 36 29 22 5 12 12 1 5 8 23 4 32 8 38 5 8 5 9 40 26 32 20 39 40 28 26 5 16 15 4 14 33 5 11 13 8 2 12
21 21 22 32 28 13 6 10 7 39 21 6 7 25 9 8 13 22 15 30 1 18 18 11 20 21 18 22 16 35 13 7 16 28 3 25 15 23 13 28
35 2 24 36 2 6 40 7 39 30 24 39 11 27 12 30 30 19 10 3 12 13 35 29 19 1 26 5 15 9 3 8 33 16 27 1 37 15 14 32
36 35 29 5 32 4 35 20 21 14 5 36 17 34 28 4 3 14 40 32 32 19 39 19 3 13 7 9 38 36 26 33 27 9 36 8 2 16 12 26
26 17 14 1 31 1 1 8 6 25 15 22 3 3 24 15 29 17 36 20 15 12 10 33 30 10 4 34 36 18 19 36 26 12 22 27 12 40 38 33
12 20 18 14 20 14 36 28 17 22 1 14 28 36 13 39 7 29 8 17 5 38 2 13 33 28 16 21 35 4 23 6 10 7 25 33 38 4 7 30
20 22 16 11 39 23 9 13 25 21 10 19 12 31 38 27 28 36 20 1 27 29 12 30 15 15 6 18 11 8 4 2 37 6 8 17 28 28 20 31
27 5 32 31 12 12 26 3 5 31 12 27 30 35 3 7 35 39 25 18 7 35 36 9 10 14 34 32 30 12 24 11 1 15 26 4 22 14 18 27
16 30 31 19 35 15 17 40 29 38 16 26 5 6 23 16 18 34 11 25 25 1 14 10 12 38 12 28 24 30 36 16 13 32 15 20 36 6 24 40
11 40 40 2 38 29 15 16 3 4 22 15 39 9 36 25 32 10 19 24 6 36 7 15 1 19 15 4 40 1 40 22 3 22 21 13 9 25 27 16
31 1 7 24 30 8 34 38 12 12 29 30 15 8 16 5 37 30 39 26 14 20 9 14 17 9 11 3 25 27 11 31 30 38 29 12 24 24 33 29
7 29 28 18 6 19 24 36 30 27 28 4 10 23 34 2 12 40 38 33 4 27 3 1 35 26 23 33 12 25 5 34 17 39 24 2 30 9 3 21
10 24 39 4 5 24 3 15 27 40 40 33 23 38 27 28 14 11 28 37 3 21 11 6 5 37 14 12 7 3 1 18 7 11 14 35 10 32 36 1
5 11 21 9 23 34 2 4 20 2 17 18 36 15 7 23 27 18 17 6 38 17 1 12 36 2 32 16 9 38 8 10 36 34 32 26 35 37 39 37
37 13 3 6 33 7 37 37 31 13 13 31 8 11 1 36 8 15 31 14 31 25 21 40 18 25 33 6 2 40 31 20 2 14 6 21 3 19 31 3
18 31 17 33 17 40 25 25 24 15 3 16 16 13 21 34 26 20 26 27 13 33 22 21 29 31 39 10 13 26 38 38 35 29 20 19 29 18 11 2
39 6 20 25 26 16 30 6 36 32 39 35 6 29 26 33 15 9 29 28 20 7 38 39 32 3 20 13 19 15 34 24 12 21 34 28 8 36 37 18
6 14 2 7 24 37 5 22 33 23 32 13 13 33 11 22 38 25 32 23 23 4 29 8 24 39 36 27 17 22 39 13 39 10 38 18 26 31 35 20
33 8 27 3 1 26 14 21 26 20 37 34 18 1 29 14 39 35 2 2 18 28 40 32 4 5 8 8 37 13 30 25 6 5 31 29 40 12 25 15
30 26 4 26 11 32 31 29 13 24 4 32 32 40 10 9 1 21 34 38 16 10 8 36 11 7 30 38 14 31 28 19 23 26 2 40 34 34 32 14
28 4 5 39 9 33 11 39 37 35 26 29 19 28 15 21 21 2 21 7 9 32 20 22 6 16 29 20 23 20 32 12 20 24 13 36 6 26 8 9
3 39 6 28 14 38 38 1 19 8 25 20 20 39 22 32 25 37 9 35 39 37 16 18 25 27 24 31 4 28 17 28 40 25 23 22 17 38 10 38
17 34 15 27 18 28 4 5 18 9 18 10 35 2 25 13 23 23 27 22 35 39 19 26 8 22 13 19 10 37 16 17 11 18 39 24 23 39 22 36
23 28 11 35 34 35 20 26 28 6 2 7 29 21 31 11 22 6 6 13 36 3 6 27 34 24 19 39 31 39 25 14 24 23 33 37 33 30 34 4
24 33 19 15 37 21 28 19 23 11 20 5 24 7 37 29 9 31 3 36 33 40 27 17 37 30 37 15 18 32 10 26 34 40 11 6 7 27 28 17
14 15 37 21 27 25 10 30 34 37 6 12 37 22 2 26 17 32 22 39 26 5 30 4 31 34 17 1 27 2 35 3 18 30 7 14 16 20 23 19
32 3 9 13 4 9 7 17 2 29 14 28 25 16 6 10 33 16 37 16 17 30 31 31 14 17 38 29 34 19 22 32 5 8 19 16 5 2 30 23
1 19 38 17 29 2 18 32 11 3 36 11 26 24 30 12 2 38 12 8 29 2 28 25 23 11 27 25 20 7 21 29 9 35 9 7 14 22 9 25
4 7 8 23 16 18 39 34 38 18 33 9 27 4 14 37 11 13 23 5 19 22 13 7 28 33 35 30 29 14 20 9 38 37 1 10 39 33 21 11
40 38 10 30 36 10 29 24 10 34 23 25 2 14 33 19 24 33 30 31 10 34 37 23 16 4 2 36 28 21 12 15 8 31 30 31 19 21 19 24
9 25 26 40 21 27 32 14 16 26 35 38 21 10 4 40 20 4 18 15 28 23 5 3 38 36 21 24 1 17 7 27 29 3 4 9 21 1 6 5
2 36 34 20 19 39 22 31 32 7 38 3 14 26 39 17 34 26 33 4 34 6 24 5 7 20 25 35 22 24 37 5 15 19 10 32 31 13 26 13
29 12 23 8 10 20 13 33 9 1 31 37 1 30 40 3 4 24 24 21 22 9 33 28 21 18 31 2 26 34 2 40 4 20 12 39 20 7 29 6
]

schools: 
[1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
]
